Name,Comment,Time,Likes,Reply Count
zr mayo,Wow.keep it up,2023-04-18T16:01:21Z,0,0
Ziya Thakor,We can run ours codes in pyScripter or not??.....or it is compulsory to download PyCharm.....,2023-04-18T10:46:20Z,0,0
Manish jha.,Mem program likhne ke baad run nhi ho rha hi,2023-04-18T06:51:20Z,0,0
Abhinav Badak,Your Teaching skills are fabulous. You understand a beginners doubt and questions in mind so well.,2023-04-17T22:51:43Z,3,1
Ekanki Shukla,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=17m19s"">17:19</a>",2023-04-17T18:42:22Z,0,0
gayu,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=1h00m54s"">1:00:54</a>",2023-04-17T16:44:41Z,0,0
Syed Abbas Ali,please upload a video about how to become a web developer using python?,2023-04-17T15:41:00Z,1,0
Fool,Please make more videos on python for advance level .,2023-04-17T15:34:52Z,0,0
HOMO SAPIEN,How to get jet brains license,2023-04-17T15:27:59Z,0,0
Shubham Singh,Thankyou mam. Nice overview video.👍,2023-04-17T12:36:39Z,0,0
JUNIOR GAMER,HELLO MAM THERE IS AN PROBLEM IN CALCULATOR CODE THEY DOES&#39;NT WORK,2023-04-17T08:49:22Z,0,0
Priyansi Mishra,Please upload the full course of python with details,2023-04-17T05:19:15Z,0,0
WittyShots,Python is soo easy,2023-04-16T18:09:54Z,0,0
Manu Sai,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=1h10m00s"">1:10:00</a>",2023-04-16T13:43:43Z,0,0
@coding_with_Divyansh,इसी&#39;त that फनी,2023-04-16T09:47:27Z,0,0
@coding_with_Divyansh,प्रिन्ट(&quot;हैलो वर्ल्ड&quot;),2023-04-16T09:46:46Z,0,0
the_engineer17,Thank u❤,2023-04-16T04:37:38Z,0,0
Shubash Kumar Singh,can you make one video for an AI topic? I&#39;m many things to learn for your videos. thank you so much.,2023-04-15T10:29:39Z,0,0
S2G Production,Tysm❤,2023-04-15T08:57:18Z,0,0
ANYNOMOS HACK,Thanks a lot to you,2023-04-14T20:29:04Z,0,0
roy,Waah mam aapne to kya padhaya maza aagya,2023-04-14T15:04:13Z,1,0
Asif_chouhan Production,Keep it up. We will learn Python.,2023-04-14T13:15:53Z,0,0
Asif_chouhan Production,Subscribed,2023-04-14T13:15:18Z,0,0
Asif_chouhan Production,Respected madam. Keep doing good,2023-04-14T13:15:11Z,0,0
Ayan Banerjee,Shraddha didi what should Linux users do for installation of python in the PC,2023-04-14T12:43:36Z,0,0
Veena Ali,please make python for data analysis,2023-04-14T11:28:38Z,0,0
A.G Cuber,elif mai work nahi kar raha hau,2023-04-14T11:08:35Z,0,0
A Wanderer,I only imagine u n me in a blanket,2023-04-14T09:37:30Z,0,0
Nidhi Bhardwaj,Very easy and effective style of teaching.. thank you for making it seem so easy..,2023-04-14T08:29:07Z,0,0
Subham Gupta,Make video on advanced level MAM,2023-04-14T05:29:55Z,0,0
vaishnavi,Thank you🌹❤ akka,2023-04-13T16:46:00Z,0,0
Bhavna Khodke,I am a sixth std student as introductory python was not taught to us so i came here and its really so easy 😃,2023-04-13T16:02:11Z,1,0
Sai Uday Kiran Rayapudi,Please continue python for advanced level,2023-04-13T12:54:51Z,0,0
ASHWIN KUMAR ARE,i understood every thing but only thing I didn&#39;t understand is for and while loops. Need another python tutorial which explains full python in advanced level.,2023-04-13T06:16:47Z,0,0
Suresh Jat,Hello mem kya aapse meri baat ho skti h,2023-04-11T16:15:40Z,0,0
akshat saxena,pls making the video ml and  ai  with python module,2023-04-11T11:01:46Z,0,0
Sonakshi,Namaste Shradha didi<br>We are eagerly waiting for &quot;data handeling&quot;  course,2023-04-11T10:08:51Z,1,0
Jai Shree Ram,श्रद्धा दीदी ने नेम चेंज करके अमन kr diya 😁😁,2023-04-11T08:52:50Z,0,0
monali jat,mam why are you telling java -java (its python),2023-04-11T06:24:24Z,0,0
Govind Bhanot,Thankyou so much for this informative video,2023-04-10T09:05:05Z,0,0
Bilal_9t9,Python not work on pycript koi faidha ni hua video dhekhnay ka🥺,2023-04-10T03:37:24Z,0,0
Praneel BCIV111,oops in python<br>video plzz,2023-04-09T19:01:48Z,0,0
Niraj Kumar Navodayan,I also learn python and I understood everything in python .I studying in JNV Class 8,2023-04-09T14:31:16Z,0,0
MCA Guys,"Didi your teaching methods is excellent I like not only me but also all students like your tutorial because you clear all doughts very well,so Thank you so much GBU😍🥰",2023-04-09T13:45:01Z,0,0
FF Gaming,AI Ka Path Batao mam please,2023-04-09T13:02:23Z,0,0
Jevik Joshi,AI ka basic video dalo na didi,2023-04-09T06:22:23Z,0,0
Anubhav Saxena,Yaha to printf bhi kam nhi kr rha not define aa rha h,2023-04-09T04:37:19Z,0,0
Product show,Hacking python,2023-04-08T17:03:16Z,0,0
Vinay Vishwakarma,Why u guys are not using VSCode. VSCode is free and more versatile.,2023-04-08T12:49:24Z,0,0
Vijay Prajapat,<b>I never seen a person who makes coding look this easy</b>,2023-04-08T07:23:06Z,0,0
Black S_A,Coding ke liye konsa pc Lena chahiye please reply me ❤,2023-04-08T05:11:53Z,0,1
Black S_A,Isko karne ke liye pc chale please reply me,2023-04-08T05:03:02Z,0,0
Smita,Please post another video of advance level python.,2023-04-07T10:19:50Z,0,0
Neha Thakur,Ai related,2023-04-07T09:25:07Z,0,0
ak xyz,Mam we can&#39;t do in Android . mam please say because I not have laptop but I want to learn python please help 🙏🙏🙏🙏,2023-04-07T04:03:55Z,1,0
parth deshwal,I&#39;m in class 12 and don&#39;t even know abcd of coding.... should I start with python or C or java?,2023-04-06T18:30:52Z,1,1
SANTOSH KUMAR SEN,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=10m35s"">10:35</a> min see that there you sad Java it is wrong it&#39;s python",2023-04-06T14:30:29Z,0,0
ilb,Tq sis for this content,2023-04-06T13:28:35Z,0,0
Dinesh Chauhan,You have really explained basic concepts in very simple language. thanks. Please Continue this amazing journey.,2023-04-06T12:39:12Z,2,0
ANUJ kUMAR GUPTA,Mam what can we do after this video for python ??,2023-04-06T11:23:53Z,1,0
Samar Sayyed,iam 8 years  old  i am learning python,2023-04-06T04:09:50Z,0,0
Kishor Dige,Best,2023-04-05T19:32:51Z,0,0
Ankur Pal,merko tho kuch smj nhi aa rha hai,2023-04-05T07:36:32Z,0,1
Ankur Pal,Challange learn PYTHON in one day ? accept ?,2023-04-05T05:08:51Z,0,0
Azalfa Rehman,Can these program can be execute on w3school?,2023-04-05T02:21:51Z,0,0
Sourav Shaha,Please make One Shot with CSs,2023-04-04T20:37:56Z,0,0
Momna Arshad,I am currently doing  BS (Computer Science) and I am in 6th semester. Can we I get an internship after learning python from this video???,2023-04-04T16:42:54Z,1,0
Mansi Chaudhary,Python scripter same hai python charm bhi <br>To hum python scripter  use kr skte hai,2023-04-04T13:36:42Z,0,0
Ritesh Jha,Madam can i make a Calibration module / maintenance  application thru Python,2023-04-04T11:54:51Z,0,0
Ritesh Jha,Good learning,2023-04-04T11:30:05Z,0,0
Radical Technologies,"Python Training Demo  for Freshers &amp; Experienced : <a href=""https://www.youtube.com/watch?v=-_gdoDCtsfY"">https://www.youtube.com/watch?v=-_gdoDCtsfY</a>",2023-04-04T07:44:08Z,0,0
Krishnapriya,ma&#39;am how to create code in the mini calculator for floating numbers?,2023-04-04T07:37:56Z,0,0
Abhinav choubey,Mam python course kb start hoga batate,2023-04-04T05:45:03Z,1,0
SATYAM EDITS,"Di , I don&#39;t have laptop but I am still wanted to coding 😢",2023-04-04T05:28:04Z,0,0
Prakshaal jain,kisi ka pyscriptor download ho raha hai,2023-04-04T03:32:54Z,0,0
Sudhanva Anand Gudi,mam can you please make vedio on python for data science/?,2023-04-03T19:25:55Z,0,0
Hhg Yihji,I don&#39;t have laptop or computer i have a phone,2023-04-03T16:16:14Z,0,0
YATHANSH SOJRANI,where can a windows user start re watching by skipping mac users software downloading part,2023-04-03T16:01:07Z,0,0
Santoshi,Didi please make full course of Python like Java 🙏🙏🙏,2023-04-03T15:09:17Z,0,0
BANGTAN TV,"HELLO, PLEASE TELL ME I AM 14 YEARS OLD AND WANT TO DO CODING AND WHEN I OPEN PYSCRIPTER ON IT,S ACCOUNT THEY ASKS ABOUT COMPANY SO, WHAT I HAVE TO WRITE OVER THERE TO COMPLETE ACCOUNT",2023-04-03T14:58:20Z,0,0
Aman Chandra,"Finally, i learned all of this, now all i need to do is practice this, solve question, revision, and learn advance python 🥲🥲",2023-04-03T13:00:01Z,0,0
HIMESH RAWAT,Laptop hi nhi h 🥲phone pe nhi ho skta?,2023-04-03T12:09:43Z,0,1
Nikunj Gandhi,Where to find notes of this video ??,2023-04-03T06:21:28Z,0,0
Akansha Singh,Mam python  continue  kariye pls,2023-04-03T03:17:48Z,0,0
mrwinner07,Thank u for  the  video..,2023-04-02T15:15:25Z,0,0
Durgesh Shirsale,Please make a playlist for whole python course,2023-04-02T14:55:10Z,0,0
tejas tiwari,nice video,2023-04-02T08:54:39Z,0,0
M DARE DEVILLS GAMING,What is the use of bool(),2023-04-02T03:12:03Z,0,0
pushkar,thankyou so much mam,2023-04-01T12:46:51Z,0,0
Its Tanish,No didi,2023-04-01T12:39:43Z,0,0
Prateeek Chauhan💤,Legends watching it without laptop😅,2023-04-01T05:55:57Z,1,0
LA Gaming,"Can anyone help me in explaining whats happening while we are performing while loop in list.<br><a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=1h00m16s"">1:00:16</a>  ?? pls help me in this",2023-04-01T04:11:31Z,0,0
GHOST,Amazing explanation 😁,2023-03-31T17:33:31Z,0,0
shalini dubey,tq so much mam its awesome,2023-03-31T05:49:58Z,0,0
Kamal Baliyan,"After years I watched complete video which is more then 1 hour.<br><br>And, it’s because you explained everything so Nicky <br><br>Thank you so much!!",2023-03-31T02:55:59Z,1,0
Narendra Kavde,Hello maam I am not able to download pyscripter . It is showing error please help me out,2023-03-30T23:36:58Z,0,0
arpit singh,is all the downloading things are best at this time 2023 /3/30,2023-03-30T16:20:12Z,0,0
EASIEST  MATH,Wecubetech sir is awesome his explanation skill is very high 👏,2023-03-30T14:09:26Z,0,0
sahil dwivedi,Thank you,2023-03-30T10:54:12Z,0,0
Manju Prajapat,mam you dont tell us tkinter in python,2023-03-30T02:04:08Z,0,1
Thakkar Jaimin,Please start from 0 to zero to advance level <br>Please!!!!,2023-03-29T12:52:00Z,0,0
Aaryan Kalra,Can we learn on phone 😶 idont have pc or laptop,2023-03-29T08:08:31Z,1,0
Kuldeep Kumar,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=31m33s"">31:33</a> multiply nhi hoga divide hoga",2023-03-29T03:42:35Z,0,0
Krishna Dahiya,Thank you Shardha ❤,2023-03-29T02:38:44Z,0,0
sehrish sangikhan,mam: which window is needed for python 3.10?,2023-03-28T21:59:51Z,0,0
Mufila Fatima,"Which Laptop 💻 is better for Python,Java C C++  please suggest",2023-03-28T17:20:06Z,2,1
Arpitta Mulchandani,hello ma&#39;am i didnt get the concept  of str can you please create a yt short for that,2023-03-28T16:54:44Z,0,0
Shashikant Singh,for algo trading,2023-03-28T15:48:30Z,0,0
World peace,Please make detailed video,2023-03-28T15:26:05Z,0,0
Ak.st@tus couple's,Notes kha pr milenge koi bta du pythan ke,2023-03-28T06:01:17Z,0,0
cs50 supers,Can you make English subtitles please 😊,2023-03-28T02:14:05Z,0,0
Ahsan Minhas,Little Shardha Didi You r  Amazing.....Lots of Respect from Punjab Pakistan...<br>Please Upload Advance Python  &amp;  AI Content as well,2023-03-27T20:18:05Z,1,0
Roberto Carlos,Thank You Apna College you helped me a lot. I got to know the basics of Python in class 9.,2023-03-27T18:00:21Z,0,0
hyper aerospace ,hacking course playlist please,2023-03-27T08:31:52Z,1,0
ALEX GAMING,Computer chalega kya😢😢,2023-03-27T06:07:51Z,1,0
Ankita Ghate,Mam notes kaha हैं,2023-03-27T05:31:04Z,2,0
Luffy,ab toh chat gpt aa gaya 🗿,2023-03-27T04:56:16Z,0,0
Kamran Khan,Amazing lecture .but proper lecture of Machine learning  not available.we need proper overview about machine learning please make a lecture for beginner.,2023-03-26T07:24:17Z,0,0
v,Who tf is getting 92 in physics and 99 in maths,2023-03-26T05:53:31Z,0,0
Anime Circle,your energy level is ++,2023-03-26T04:13:29Z,0,0
Close 2 Nature,Lots of Respect from Punjab Pakistan for our Little Shardha Didi......,2023-03-25T21:02:26Z,0,0
Sakshi_🦋,thank you,2023-03-25T17:52:23Z,0,0
Manisha Yadav,It was just superb explanation.<br>Thank you so much.,2023-03-25T14:06:16Z,0,0
Narendra Kumar,"age = input(&quot;Enter the age: &quot; )<br>age = int(age)<br>if age &gt;= 18:<br>    print(&quot;You are an adult &quot;)<br>    print(&quot;You can vote&quot;)<br>else:<br>    print(&quot;You are an child // You can&#39;t vote &quot;)",2023-03-25T13:11:49Z,0,0
Narendra Kumar,"a=input(&quot;Enter the 1st Name- &quot;)<br>b=input(&quot;Enter the 2nd Name- &quot;)<br>c=input(&quot;Enter the Age- &quot;)<br>d=a+b<br>d=&quot;TonyStark&quot;<br>print(d,&quot;is a genius&quot;)",2023-03-25T09:54:15Z,0,0
BOOYAH GAMERS,maam ne jab aman sir ka naam dala usse pta chlt h ek saal phle se mam loved aman sir.............heartiest congratulations to both of u<br>❣,2023-03-24T20:10:21Z,0,0
Manan,Best teacher ever,2023-03-24T15:34:22Z,1,0
Aman Chandra,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=23m29s"">23:29</a> this code is also not efficient because unnecessary  type conversion <br>so, try this code instead 👇👇<br>a = int(input(&quot;enter your first number - &quot;))<br>b = int(input(&quot;enter your second number - &quot;))<br>print(&quot;the sum is - &quot;, a+b)",2023-03-24T13:30:43Z,0,0
Shweta Joshi,Didi I have a doubt,2023-03-24T11:14:50Z,1,0
Bhairavi awate,Please make video on basics of machine learning with python,2023-03-24T08:00:18Z,1,0
its narayan fact,I learn it in 5 days 😂😂 too late,2023-03-24T07:40:02Z,2,0
Rupesh Kumar,too good explanation.....Great.....Please keep it up .............,2023-03-23T18:42:54Z,1,0
Saksham Sinha,Hello ma&#39;am !.... For downloading PyScripter... There is personal details section... in which company name required... But I&#39;m a student I&#39;m not working for any company... So what should i fill in this section,2023-03-23T12:46:45Z,0,1
Sports TV,"😂<a href=""https://youtube.com/shorts/ruGBfrIFzT0?feature=share"">https://youtube.com/shorts/ruGBfrIFzT0?feature=share</a>",2023-03-23T08:48:16Z,0,0
Akansha Singh,Mam parentheses aur double coat ka shortcut,2023-03-23T00:35:14Z,0,0
Siddharaj Karambe,❤❤,2023-03-22T19:15:46Z,0,0
Hindu JP,Me Structural Engineer watching this video 😅,2023-03-22T17:59:25Z,0,0
Mahesh.Official.03,"<a href=""https://youtube.com/@technodexterous412"">https://youtube.com/@technodexterous412</a>",2023-03-22T15:57:49Z,0,0
Aditya Sharma,Really impressed by her teaching skills ☺️,2023-03-22T15:35:03Z,2,0
The_Gamer_Boy,How to do in first exercise Tony is a genius,2023-03-22T14:18:12Z,0,0
saksham verma,are maine calculator ka pura code banaya aur wo py scripter pe pura work kar raha hai but usko save karne ke baad jab python me open kar raha hu to sare inputs dalne ke baad jab enter karta hu to python automatic band ho ja raha hai please anyone help...,2023-03-22T11:11:18Z,1,0
Virat Yadav,Is this a complete python course??,2023-03-22T06:36:23Z,0,0
Tanvi,please make a vdo on advance python,2023-03-21T16:16:51Z,0,0
Amaan Ali khan,Python  is very  easy and interesting language❤❤❤❤,2023-03-21T15:01:35Z,0,0
Parth Periwal,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=2m19s"">2:19</a> Didi but agar hamari koi company nhi ho to fir ye accept nhi kr rha",2023-03-21T06:03:53Z,1,0
Akhtar Ali,Thank you mam please take it to advance now,2023-03-21T05:37:27Z,0,0
abhishek sharma,"Python ka complete video send kijiye jaise java ka kiya hai aapne.<a href=""http://www.youtube.com/results?search_query=%23apna"">#apna</a> college",2023-03-20T17:30:04Z,1,0
SamarthOP!!🫶🏻,😘,2023-03-20T15:59:59Z,0,0
crawly with program,"<a href=""https://youtu.be/gK0jnDLlUgA"">https://youtu.be/gK0jnDLlUgA</a>",2023-03-20T13:14:48Z,0,0
Gaurav Srivastav,"Hii mam. 🙂🙂 How are you?😇 <br>Mam, where is your full course of Python???????🤔🤔<br>Please, reply me. Thank you.",2023-03-20T06:11:01Z,0,0
balaji korukonda,waiting for advanced level video...,2023-03-20T05:50:01Z,0,0
Nancy Singla,Mam  i am doing this on an updated version  but when i type print(name. It is showing words like capitalize etc so i tried <br>print(name.capitalize()) but it didn&#39;t work,2023-03-19T19:00:04Z,0,0
Example 4U,Nice but your classes are not good for beginners but good for those who already have little knowledge of python,2023-03-19T14:19:32Z,0,0
Ali Haider,"Thanx! DIDI 🥰🥰<br>this video is very useful and informative .<br>Please continue python series from beginner to advanced level in detail .🥰🥰🥰🥰",2023-03-19T11:14:34Z,0,0
Haresh Thakker,"I checked your alpha courses, Do you teach Python, a full course. and how long does it take for a fresher who doesn&#39;t know all these languages to learn python?",2023-03-19T10:29:14Z,0,0
Sneha Das,Please make a one shot vidio of c and c++,2023-03-19T06:14:11Z,0,0
king of Sachin,Computer pc me shekh sakte hai,2023-03-19T03:35:09Z,0,0
Shubham Saini,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=32m04s"">32:04</a>",2023-03-18T18:15:26Z,0,0
shubh traders,mam where is the solution for exercise 1,2023-03-18T17:45:14Z,0,0
shubh traders,mam can i use python idle for writing codes??????,2023-03-18T16:38:54Z,0,0
Muskan Chowrasiya,Seems like she&#39;s ironman fan👀💖,2023-03-18T15:55:33Z,0,0
Disrupt edits,"Whenever I run input, a pop up comes up to fill the name manually. Is there any problem with that or just the python new update? Please confirm.",2023-03-18T15:06:10Z,0,0
Slow-mo  creater,Can I use anaconda software instead of pyscripter,2023-03-18T14:20:32Z,0,0
Amit Sharma,Mdm thoda dheere bola kr rail bnrhi h,2023-03-18T10:40:57Z,0,0
Rajiv Kumar,can you please make video on SQL,2023-03-18T09:48:44Z,0,0
Grish kumar Gupta,Hi mam could you please make python videos for data science,2023-03-18T08:55:47Z,0,0
Muhammad Touqeer,very Nice,2023-03-18T08:50:34Z,1,0
Sourav Agrawal,Is this for 2022-23 session pleasee replyy,2023-03-18T06:47:29Z,0,0
Max updater,I was not able to understand input,2023-03-18T05:44:35Z,0,0
Max updater,We have to use pyscripter or pycharm for windows,2023-03-18T05:03:26Z,0,0
Raj sekhar Acharya,"Mam, please make a python video on AI and Machine Learning please <a href=""http://www.youtube.com/results?search_query=%23apnacollege"">#ApnaCollege</a>",2023-03-17T21:33:38Z,1,0
Kashif X khan,love from pakistan,2023-03-17T11:13:47Z,0,0
Ridhi,what is meaning of int,2023-03-17T10:49:17Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:44Z,1,1
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:39Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:35Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:30Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:23Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:14Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so  i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:10Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:47:04Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:46:57Z,1,2
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:46:46Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:46:40Z,0,0
Siddhesh Srinivasan,"is it ok for a 11th std cbse student to see it? (im spamming this a few times so i can get advice from someone, cuz this video was posted a year ago and i want SOMEONE to see my comment)",2023-03-17T10:46:27Z,0,0
Raj sekhar Acharya,"Please my make a python series from beginner to advance level. Please mam it&#39;s a humble request. <a href=""http://www.youtube.com/results?search_query=%23apnacollege"">#ApnaCollege</a>",2023-03-17T08:25:14Z,1,0
Kritika,Mam thank you so muchh.. U r ausmmmmm,2023-03-17T07:40:18Z,1,0
Bhoomi Dance Club,mam is it important that we should also download py charm??? pls reply mam,2023-03-17T07:04:45Z,0,0
Haresh Thakker,"You are an amazing teacher. It feels like, you are born to teach, Impressive.",2023-03-17T05:12:03Z,25,0
sobriety,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=24m19s"">24:19</a>",2023-03-17T03:41:11Z,0,0
lovedeep singh,"Mam,now python version is 3.11 should I refer this video",2023-03-16T20:10:21Z,0,0
kushuwaha Akshay,C/c++ nhi sikhe first year me direc python sikhe,2023-03-16T15:16:30Z,2,1
vrushab hemgire,Developing ka video dalo didi,2023-03-16T14:02:43Z,0,0
TANISHA LAHIRI,this helps a lot for students like us who should know the basics of python for computational linguistics thank you so much.,2023-03-16T13:06:40Z,1,0
Anu Verma,Please tell me  i3 8gb 256 ssd laptop is enough for python or not  no gaming no movies nothing else just coding ?,2023-03-16T09:04:52Z,0,0
Avnish rajput official,I want to take python class how to take and step by step how to get notes and link.....😇,2023-03-16T06:24:59Z,0,0
Avnish rajput official,woo this class is amezing .....<br>         main python se hi start kiya hai didi aapka class kar ke kafi kuchh hamne sikha hai or i think ....i can do it💪,2023-03-16T06:21:09Z,0,0
Dania Khan,"<a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=30m26s"">30:26</a>",2023-03-16T04:54:00Z,0,0
Manas Jessel,In this video is this is enough to get a job ?,2023-03-15T22:06:53Z,0,1
fitness freak,"didi <a href=""https://www.youtube.com/watch?v=vLqTf2b6GZw&amp;t=16m35s"">16:35</a> wali clip python mai run nhi ho paa rhi hai bht khoish kiya",2023-03-15T14:43:06Z,0,0
Rishabh editor 0041,👍👍👍👍,2023-03-15T13:51:56Z,0,0
Rishabh editor 0041,❤️❤️❤️❤️,2023-03-15T13:51:32Z,0,0
Dhimant Bhardwaj,NOW I KNOW WHY SHE ALWAYS WANTED TO MAKE OURSELF CALL HER &#39;DIDI&#39;,2023-03-15T12:25:26Z,0,0
ANUHYA KESANI,Your way of teaching is so good and understandable. Please continue python series,2023-03-15T07:27:08Z,21,0
BALARAM Mal,Pyscripter and pycharm dono kyon install karna padega? Pyscripter mai oi same ho raha hai..plz help,2023-03-14T17:14:45Z,0,0
name!!!!,lol dont know why i wrote this,2023-03-14T16:13:26Z,0,0
name!!!!,idk know why i waste this much time on this i got this on my own plzz do not scare me cause im under the water plzz help,2023-03-14T16:13:09Z,0,0
Anil Riswal,"this is the wonderful video&#39; and this video help me to clear so many thing thanku shardha di for this<a href=""about:invalid#zCSafez""></a>",2023-03-14T15:43:19Z,0,0
Aman singh,Nice but question kaha se practice kare aur advance level ka kaha se sikhe di,2023-03-14T13:47:35Z,0,0
Rahul Gogia,Is this video enough to crack a job interview &amp; learn python from zero to hero?,2023-03-14T05:31:22Z,0,0
ABUBAKAR SIDDIQUE,"I appreciate your efforts I am new and was don&#39;t know about python, I install through this video ,but I couldn&#39;t get your points due to fast typing and speaking but I will try to learn more",2023-03-13T17:16:30Z,0,0
Alone Musk,"mam please teach king cobra,black mamba and anaconda .",2023-03-13T15:18:31Z,1,0
Yashwanth Reddy,make a video on OOPS concept of python,2023-03-13T14:21:16Z,0,0
Nikhath Sultana,Very good,2023-03-13T11:57:18Z,0,0
Shreya Kulshrestha,I really thank you Shraddha di for this course. I found coding easy and able to overcome the fear which was instilled in me. Lot&#39;s of love to Apna College💕💕,2023-03-13T10:39:05Z,8,0
Priyam Dubey,Dsa course for python,2023-03-13T09:13:05Z,0,0
DotenComa Gaming,Thank You😇,2023-03-13T08:41:49Z,0,0
Vraj Rathod,notes kahape hai,2023-03-13T06:37:43Z,0,0
Anaisha Sharma,I am coding on mobile,2023-03-13T05:14:38Z,1,0
Gɪʟʟ Sᴀɪᴍᴀɴ,I think didi is a biggest fan of Tony stark... 😂,2023-03-12T17:48:55Z,1,0
Girjesh Vishwakarma,This is my first time watching your tutorial.I am an experienced c# developer and I really appreciate your efforts for making things so simple for new generations. <br>Keep growing,2023-03-12T17:44:03Z,52,2
Ayesha Ansari,i have completed the whole video. she explained so well. Thankyou,2023-03-12T15:36:38Z,1,0
kamalpreet singh,"Shraddha Di, please make a well structured course for Python also like C++ and Java.",2023-03-12T14:44:53Z,1,0
HORIZONplayz,From where I a can find notes??????,2023-03-12T13:38:24Z,0,0
Nazra Khatoon,Thank you so much mam🙏🙏,2023-03-12T11:26:54Z,0,0
Maria Lor,"user = input (&quot;what is your name?&quot;)<br>print (&quot;welcome&quot;+user)<br>superhero = input(&quot;please enter your superhero name&quot;)<br>print (&quot;tighten your seatbelt Mr, &quot;,user,&quot;We are sending your invitation to your superhero&quot;,superhero) <br><br><br>here is the solution to the second exercise",2023-03-12T09:00:12Z,0,0
Maria Lor,"First_name = &quot;Tony&quot;<br>last_name = &quot;Stark&quot;<br>age= 51<br>is_genius = True  <br><br><br>here is the solution of the above exercise `",2023-03-12T08:51:50Z,0,0
PRIYANSHU JANGID,Thank you,2023-03-12T06:49:46Z,1,0
Vir Anu,Didi pls visual python pr video bnao,2023-03-12T05:05:39Z,1,0
Muhammed Illiyas,"If you providing online python course , please let me know , I want to join",2023-03-11T20:36:52Z,0,0
Raj S. Y,didi python advance pe ek video chahiye..  : -(,2023-03-11T16:36:49Z,0,0
Muhammad Munir Khan,Much Respect From Pakistan .,2023-03-11T10:05:35Z,0,0
Djay Barman,Mam I think aman is your favorite name beacouse If you ever need a name then you know no other name than Aman,2023-03-10T20:42:40Z,0,0
Ashish Chaturvedii,"You&#39;re not sharadha didi,,you&#39;re shardha aunty",2023-03-10T17:09:47Z,0,0
Xavier,scripter download nhi ho rha hai,2023-03-10T12:47:58Z,0,0
Syeda Umme Saman,Pyscripter me company name kya dena hai,2023-03-10T07:22:14Z,0,0
Syeda Umme Saman,Yaar company name kya dena hai,2023-03-10T07:13:20Z,0,0
Ketan_Plays07,didi sql pe video bano na,2023-03-10T03:52:57Z,0,0
Siddharth Gupta,Didi Mera Error show ker rhai hai..<br>🥹😭,2023-03-09T14:17:48Z,0,1
Aradhya mishra,Linux user,2023-03-09T05:58:33Z,1,0
